Sigla,Descrição da Sigla,Componente,Descrição do Componente,Domínio Funcional
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-debito-iss-exc,"O sistema **sboot-ccbd-base-atom-debito-iss-exc** é um serviço atômico desenvolvido em Spring Boot que tem como objetivo processar exceções relacionadas a débitos de ISS (Imposto Sobre Serviços) no contexto de transações de cartão de débito CCBD. O sistema consome mensagens de uma fila RabbitMQ, processa as exceções recebidas e as persiste em um banco de dados SQL Server para registro e auditoria.",04.09 - Tributos
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-debito-iss,"Sistema atômico responsável por gerenciar a cobrança de ISS (Imposto Sobre Serviços) de transações de cartão de débito do Banco Digital. O sistema expõe APIs REST para consulta de transações por protocolo e registro de dados de ISS em lotes, armazenando informações no banco de dados DBCCBD para posterior geração de arquivos de cobrança.",04.09 - Tributos
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-debitos-veiculares,"O sistema **sboot-ccbd-base-atom-debitos-veiculares** é um serviço atômico desenvolvido para gerenciar débitos veiculares (IPVA, DPVAT, Multas, RENAINF e Licenciamento). O sistema permite: - Consultar débitos veiculares por RENAVAM - Registrar novas transações de débitos - Processar pagamentos de débitos (via cartão de crédito ou saldo em conta) - Consultar extratos de pagamentos - Monitorar etapas de processamento de transações - Armazenar recibos de pagamento O sistema atua como intermediário ",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-extrato-composto,"O **sboot-ccbd-base-atom-extrato-composto** é um serviço stateful responsável pelo domínio de negócio de extrato composto de contas correntes do Banco Votorantim. O sistema consome eventos de transações via Google Pub/Sub, armazena e consolida informações de transações bancárias no Google Firestore, e expõe APIs REST para consulta paginada de extratos. O serviço integra dados de transações com detalhes adicionais (como informações de remetente, favorecido, boletos, etc.) e permite consultas por ",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-extrato,"O **sboot-ccbd-base-atom-extrato** é um serviço atômico desenvolvido em Spring Boot para gerenciar extratos bancários do Banco Digital (CCBD). O sistema permite consultar movimentações financeiras, histórico de saldos e exportar extratos em diferentes formatos (PDF e OFX). Utiliza tanto banco de dados relacional (Sybase) quanto Elasticsearch para consultas otimizadas, além de integração com Google Cloud Pub/Sub para processamento assíncrono de exportações.",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-info-pgto-trib-bol,"Sistema atômico responsável por gerenciar informações de pagamento de tributos e boletos. O serviço oferece funcionalidades para gravar, consultar e validar dados de boletos, incluindo consultas de segunda via e validação de horários para evitar pagamentos duplicados. Atua como repositório centralizado de informações de pagamentos de boletos no contexto do CCBD (Centro de Controle de Banco de Dados) do Banco Votorantim.",02.02 - Validações de Pagamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-lanc-futuros,"O sistema **sboot-ccbd-base-atom-lanc-futuros** é um serviço atômico REST desenvolvido em Java com Spring Boot, responsável por consultar e listar lançamentos futuros de pagamentos agendados no banco digital. O sistema integra múltiplas fontes de dados (agendamentos, boletos, débitos automáticos) e consolida informações de transações futuras para clientes do Banco Votorantim, incluindo boletos, TEF, TED, PIX e débitos automáticos.",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-limites,"Sistema atômico de gerenciamento de limites transacionais para operações bancárias do Banco Votorantim. O sistema permite consultar, alterar e controlar limites personalizados e padrões para diferentes tipos de transações (PIX, TED, TEF, Boleto, Débito), considerando divisões comerciais, agências, contas e origens de transação. Implementa controle de limites consumidos por transação e mantém histórico de alterações.",04.02 - Limites
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-migracao,"Sistema responsável pelo gerenciamento de processos de migração de contas correntes e chaves PIX entre instituições financeiras. O sistema controla o fluxo de migração de contas, incluindo portabilidade de chaves PIX, atualização de status, validação de dados e integração com sistemas legados (Sybase e SQL Server). Oferece APIs REST para consulta e atualização de informações de migração tanto para aplicações internas (Cockpit) quanto para aplicativos externos (App).",03.01 - Informações Corporativas
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-monitora-pag-tributo,"Sistema atômico de monitoramento da esteira de pagamento de tributos do CCBD (Centro Corporativo Banco Digital) do Banco Votorantim. Trata-se de um microserviço desenvolvido em Java com Spring Boot, seguindo arquitetura hexagonal (ports and adapters), com o objetivo de fornecer endpoints REST para consulta e monitoramento de informações relacionadas ao processamento de pagamentos de tributos.",04.09 - Tributos
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-movimentacoes,"Sistema de gestão de movimentações bancárias e bloqueios de conta corrente. Oferece funcionalidades de consulta de extratos, movimentações (incluindo PIX), gerenciamento de bloqueios (crédito, débito e valor), agendamentos, movimentos priorizados e relatórios contábeis. Implementa APIs REST versionadas (v1, v2, v3) com controle transacional manual para operações críticas de bloqueio/desbloqueio. Utiliza arquitetura em camadas com separação clara entre adapter (controllers/repositories), domain (",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-pagamentos,"O **sboot-ccbd-base-atom-pagamentos** é um serviço atômico REST desenvolvido em Spring Boot para gerenciar e consultar pagamentos realizados no banco digital. O sistema permite listar pagamentos, obter resumos, calcular totais de pagamentos (excluindo boletos BV e BVF), e filtrar por diferentes tipos de transação (boletos CIP, consumo, tributos) e formas de pagamento (conta corrente e cartão de crédito). Suporta consultas diurnas e noturnas, além de fornecer totais segmentados por saldo em conta",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-pgto-trib-bol,"Sistema de pagamento de tributos e contas de consumo (boletos) desenvolvido em Java com Spring Boot. O sistema gerencia o ciclo completo de pagamentos de boletos, incluindo registro, validação, processamento, notificação e estorno de transações. Suporta diferentes formas de pagamento (conta corrente e cartão de crédito) e integra-se com sistemas externos através de filas IBM MQ e Google Cloud Pub/Sub.",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-pix-credito,"Sistema atômico responsável por gerenciar transações PIX via cartão de crédito no contexto do Banco Digital (CCBD). O sistema permite salvar, consultar, atualizar status e listar transações PIX realizadas com cartão de crédito, mantendo controle de protocolos e informações de cartões associados às transações.",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-proc-estorno,"O **sboot-ccbd-base-atom-proc-estorno** é um serviço atômico desenvolvido em Java com Spring Boot, responsável pelo processamento e gerenciamento de estornos de transações de cartão de débito no contexto do sistema CCBD (Cartão de Crédito e Débito) do Banco Votorantim. O sistema recebe mensagens de uma fila RabbitMQ contendo informações sobre estornos, atualiza o status de transações no banco de dados SQL Server, e expõe endpoints REST para consulta de estornos e validação de débitos no TIF (sis",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-qrcode,"O **sboot-ccbd-base-atom-qrcode** é um serviço atômico (microserviço) desenvolvido em Java com Spring Boot, responsável por gerar códigos QR (QRCode) a partir de um texto fornecido. O sistema recebe uma requisição contendo o texto a ser codificado, dimensões da imagem e tipo de formato (PNG ou JPG), e retorna a imagem do QRCode codificada em Base64. Trata-se de um componente reutilizável dentro da arquitetura do Banco Votorantim, seguindo padrões de microserviços atômicos.",02.04 - Instrumentos de Pagamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-relatorios,"Sistema atômico Spring Boot responsável pela geração de relatórios bancários do Banco Digital Votorantim. O sistema processa requisições síncronas via REST e assíncronas via Google Cloud PubSub para gerar documentos em PDF (cartas de encerramento, extratos, consultas de saldo) e arquivos OFX (extrato bancário). Também realiza verificação automática de divergências de saldo entre apurações históricas e movimentações, enviando notificações por email quando detectadas inconsistências.",04.05 - Notificações e Relatórios
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-replicate,"O sistema **sboot-ccbd-base-atom-replicate** é um serviço atômico desenvolvido em Spring Boot para replicação de dados de conta corrente. Sua principal função é consumir mensagens de uma fila Google Cloud Pub/Sub e replicar informações em bancos de dados Sybase, incluindo operações de abertura de conta, movimentações financeiras, histórico de saldos e dados de efetivação de transações.",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-atom-report,O **sboot-ccbd-base-atom-report** é um serviço atômico Spring Boot desenvolvido para gerenciar movimentações financeiras de contas bancárias. O sistema possui duas funcionalidades principais: 1. **Replicação de Movimentos**: Consome mensagens de filas Pub/Sub (Google Cloud) contendo dados de transações financeiras e persiste essas informações no Google Cloud Spanner. 2. **Consulta de Extratos**: Expõe APIs REST (v1 e v2) para consulta de transações bancárias com suporte a paginação (offset e cur,02.03 - Transação e Processamento
